,Marital status,Application mode,Course,Daytime/evening attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
3961,single,Transfer,nursing,daytime,Finished High School,General commerce course,Finished High School,Unskilled Workers,Adminstrative Staff,yes,no,no,yes,female,no,23,no,20,26,27,26,15.07777777777778,0,14,17,17,17,15.023529411764704,0,15.5,2.8,-4.06,Graduate
3962,single,2nd phase,nursing,daytime,Finished High School,General commerce course,Elementary School,Adminstrative Staff,Intermediate Level Technicians & Professions,yes,no,no,yes,female,no,20,no,0,7,7,6,13.383333333333333,0,0,7,7,6,13.383333333333333,0,7.6,2.6,0.32,Graduate
3963,single,1st phase -- general contingent,animation and multimedia design,daytime,Finished High School,General commerce course,Middle School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",yes,no,yes,yes,female,no,20,no,6,12,12,12,13.25,0,4,11,16,10,13.090909090909092,0,8.9,1.4,3.51,Graduate
3964,single,2nd phase,social service,daytime,Finished High School,General commerce course,Some High School,Adminstrative Staff,"Personal Services, Security & Safety Workers",yes,no,yes,no,female,no,19,no,0,6,10,5,11.714285714285714,0,0,6,13,2,10.666666666666666,0,16.2,0.3,-0.92,Dropout
3965,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Some High School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",yes,no,no,yes,female,yes,18,no,0,8,8,8,13.01125,0,0,8,8,8,13.01125,0,9.4,-0.8,-3.12,Graduate
3966,single,Technological specialization diploma holders,argonomy,daytime,Technical Course,General commerce course,Some High School,Unskilled Workers,Adminstrative Staff,no,no,no,yes,female,no,21,no,0,6,12,3,10.666666666666666,2,0,6,12,4,12.0,0,15.5,2.8,-4.06,Dropout
3967,single,1st phase -- general contingent,nursing,daytime,Finished High School,Finished High School,Some High School,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,yes,20,no,0,7,14,0,0.0,0,0,7,15,0,0.0,0,11.1,0.6,2.02,Enrolled
3968,single,Technological specialization diploma holders,vetinary nursing,daytime,Technical Course,Other Degree,Some High School,Science & Intellectual Specialists,Adminstrative Staff,yes,no,no,yes,female,no,22,no,1,6,9,6,13.0,0,1,6,18,3,12.666666666666666,0,12.4,0.5,1.79,Graduate
3969,single,Technological specialization diploma holders,management (evening),evening,Technical Course,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,no,26,no,0,5,5,5,12.0,0,0,5,7,5,11.4,0,12.7,3.7,-1.7,Graduate
3970,single,1st phase -- general contingent,communication design,daytime,Finished High School,General commerce course,Elementary School,Intermediate Level Technicians & Professions,Intermediate Level Technicians & Professions,yes,no,no,yes,female,no,20,no,0,6,6,6,12.166666666666666,0,0,6,7,5,13.8,0,12.7,3.7,-1.7,Graduate
3971,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Middle School,"Personal Services, Security & Safety Workers",Intermediate Level Technicians & Professions,yes,no,no,yes,female,no,19,no,0,7,10,6,11.85,0,0,8,10,7,13.65,0,16.2,0.3,-0.92,Graduate
3972,single,Over 23 years old,management (evening),evening,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,no,31,no,0,5,8,4,11.0,0,0,5,6,5,11.2,0,7.6,2.6,0.32,Graduate
3973,single,Change in course,nursing,daytime,Finished High School,Finished High School,Some High School,Unskilled Workers,Skilled Industry,yes,no,yes,yes,female,yes,20,no,0,7,9,7,12.327777777777778,0,0,8,10,8,11.736,0,15.5,2.8,-4.06,Graduate
3974,single,Change in course,vetinary nursing,daytime,Finished High School,General commerce course,Middle School,Skilled Industry,Skilled Industry,yes,no,no,yes,female,no,20,no,0,5,9,4,12.0,0,0,5,10,5,13.428571428571429,1,10.8,1.4,1.74,Graduate
3975,single,2nd phase,nursing,daytime,Finished High School,General commerce course,Elementary School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",yes,no,no,yes,female,no,21,no,0,7,7,7,14.428571428571429,0,0,8,9,8,14.511111111111113,0,16.2,0.3,-0.92,Graduate
3976,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Skilled Industry,yes,no,no,yes,female,no,18,no,0,7,7,7,13.78,0,0,8,8,8,12.6125,0,12.4,0.5,1.79,Graduate
3977,single,2nd phase,nursing,daytime,Finished High School,General commerce course,Finished High School,Unskilled Workers,Adminstrative Staff,yes,no,no,yes,female,yes,19,no,0,7,7,6,13.8,0,0,7,7,6,13.8,0,7.6,2.6,0.32,Graduate
3978,single,1st phase -- general contingent,basic education,daytime,Finished High School,General commerce course,Some High School,Intermediate Level Technicians & Professions,Skilled Industry,yes,no,no,yes,female,yes,18,no,0,7,7,7,14.857142857142858,0,0,7,7,7,15.142857142857142,0,13.9,-0.3,0.79,Graduate
3979,divorced,Over 23 years old,journalism and communication,daytime,Middle School,General commerce course,Some High School,Skilled Industry,Unskilled Workers,no,no,no,yes,female,no,40,no,0,6,8,5,13.0,0,0,6,7,5,12.6,0,16.2,0.3,-0.92,Enrolled
3980,single,2nd phase,social service,daytime,Finished High School,Finished High School,Middle School,Adminstrative Staff,Skilled Industry,no,no,no,yes,female,yes,18,no,0,6,7,6,12.142857142857142,0,0,6,6,6,13.333333333333334,0,13.9,-0.3,0.79,Graduate
3981,single,1st phase -- general contingent,vetinary nursing,daytime,Finished High School,Cannot read or write,Postgraduate Degree,Science & Intellectual Specialists,Science & Intellectual Specialists,yes,no,no,yes,female,no,18,no,0,6,7,6,15.666666666666666,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate
3982,single,2nd phase,nursing,daytime,Finished High School,Finished High School,Some High School,Adminstrative Staff,Intermediate Level Technicians & Professions,yes,no,no,yes,female,no,19,no,0,7,13,5,12.5,0,0,8,14,7,12.166666666666666,0,15.5,2.8,-4.06,Graduate
3983,single,2nd phase,social service,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Skilled Industry,no,no,no,yes,female,yes,19,no,0,6,7,6,12.833333333333334,0,0,6,6,6,13.166666666666666,0,12.4,0.5,1.79,Graduate
3984,single,Over 23 years old,argonomy,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Skilled Farmers,no,no,yes,no,female,no,28,no,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout
3985,single,2nd phase,communication design,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Machine Operators & Assembly Workers,yes,no,no,yes,female,no,20,no,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,7.6,2.6,0.32,Graduate
3986,single,1st phase -- general contingent,journalism and communication,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,18,no,0,6,14,4,11.25,0,0,6,9,5,13.0,0,9.4,-0.8,-3.12,Graduate
3987,single,1st phase -- general contingent,nursing,daytime,Finished High School,Finished High School,Finished High School,Adminstrative Staff,Intermediate Level Technicians & Professions,yes,no,no,yes,female,no,18,no,0,7,7,6,15.25,0,0,7,7,6,15.25,0,7.6,2.6,0.32,Graduate
3988,single,1st phase -- general contingent,vetinary nursing,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,yes,20,no,0,5,13,5,14.0,2,0,5,10,3,12.0,1,9.4,-0.8,-3.12,Graduate
3989,single,Change in course,social service,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Adminstrative Staff,no,no,yes,yes,female,no,28,no,15,16,16,13,12.076923076923077,0,13,13,13,11,12.090909090909092,0,16.2,0.3,-0.92,Graduate
3990,single,International student (bachelor),basic education,daytime,Finished High School,Middle School,Finished High School,"Intermediate Technicians in Legal, Social, Sports & Cultural",IT Technicians,no,no,no,yes,female,no,23,yes,11,16,17,16,14.625,0,6,10,12,9,14.88888888888889,0,8.9,1.4,3.51,Graduate
3991,single,1st phase -- general contingent,basic education,daytime,Finished High School,General commerce course,Elementary School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",yes,no,no,yes,female,no,19,no,0,7,10,4,10.5,0,0,7,7,2,10.5,0,16.2,0.3,-0.92,Dropout
3992,single,2nd phase,social service,daytime,Finished High School,General commerce course,Some High School,Intermediate Health Technicians,Construction Workers,yes,no,no,yes,female,yes,18,no,0,6,8,6,12.833333333333334,0,0,6,6,6,12.166666666666666,0,8.9,1.4,3.51,Graduate
3993,single,1st phase -- general contingent,journalism and communication,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,yes,no,female,yes,20,yes,0,6,6,6,12.5,0,0,6,7,5,11.8,0,10.8,1.4,1.74,Graduate
3994,single,1st phase -- general contingent,animation and multimedia design,daytime,Finished High School,Other Degree,Finished High School,Science & Intellectual Specialists,Adminstrative Staff,yes,no,no,yes,female,no,20,no,5,12,13,12,11.23076923076923,0,3,11,18,9,12.77777777777778,0,11.1,0.6,2.02,Graduate
3995,married,Over 23 years old,management (evening),evening,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,no,27,no,0,5,5,2,10.5,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
3996,single,1st phase -- general contingent,basic education,daytime,Finished High School,Finished High School,Finished High School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,18,no,0,6,11,3,12.0,0,0,6,13,2,12.0,0,12.7,3.7,-1.7,Dropout
3997,divorced,Over 23 years old,oral hygiene,daytime,Some High School,General commerce course,Some High School,Adminstrative Staff,Skilled Farmers,no,no,no,yes,female,yes,37,no,0,7,10,7,10.985714285714286,0,0,8,11,8,12.3,0,10.8,1.4,1.74,Graduate
3998,divorced,Holders of other higher courses,nursing,daytime,Postgraduate Degree,General commerce course,Some High School,Adminstrative Staff,Skilled Farmers,no,no,no,no,female,no,42,no,2,7,10,5,12.62,0,3,7,11,3,14.166666666666666,0,12.4,0.5,1.79,Dropout
3999,single,2nd phase,nursing,daytime,Finished High School,Finished High School,Middle School,Adminstrative Staff,Machine Operators & Assembly Workers,yes,no,no,yes,female,no,20,no,0,7,9,6,13.0,0,0,8,8,8,14.2125,0,13.9,-0.3,0.79,Dropout
4000,married,Over 23 years old,informatics engineering,daytime,Finished High School,Some High School,Unknown,Unskilled Workers,Unskilled Workers,no,no,no,no,male,no,34,no,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
4001,single,Transfer,informatics engineering,daytime,Finished High School,Other Degree,Other Degree,Intermediate Level Technicians & Professions,Science & Intellectual Specialists,yes,no,no,yes,male,no,22,no,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
4002,married,Over 23 years old,tourism,daytime,Some High School,General commerce course,Some High School,Unskilled Workers,"Personal Services, Security & Safety Workers",no,no,no,yes,male,no,39,no,0,6,6,6,13.5,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Graduate
4003,single,1st phase -- general contingent,nursing,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,male,yes,18,no,0,7,7,6,13.516666666666666,0,0,7,7,6,13.516666666666666,0,7.6,2.6,0.32,Graduate
4004,single,1st phase -- general contingent,communication design,daytime,Finished High School,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,yes,no,no,yes,male,yes,21,no,0,6,6,6,13.166666666666666,0,0,6,8,6,13.285714285714286,0,8.9,1.4,3.51,Graduate
4005,married,Over 23 years old,vetinary nursing,daytime,Finished High School,General commerce course,Elementary School,Other Situation,Armed Forces,no,no,no,yes,male,no,34,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
4006,single,Technological specialization diploma holders,argonomy,daytime,Technical Course,General commerce course,Elementary School,Unskilled Workers,Unskilled Workers,no,no,no,yes,male,yes,22,no,0,6,8,6,13.125,0,0,6,10,6,13.0,0,16.2,0.3,-0.92,Graduate
4007,single,Over 23 years old,argonomy,daytime,Finished High School,Finished High School,Elementary School,Adminstrative Staff,Skilled Industry,no,no,no,yes,male,no,31,no,0,6,15,3,14.4,0,0,6,20,0,0.0,0,16.2,0.3,-0.92,Dropout
4008,single,3rd phase,basic education,daytime,Finished High School,General commerce course,Elementary School,"Personal Services, Security & Safety Workers",Unskilled Workers,yes,no,no,no,male,no,19,no,0,6,10,4,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout
4009,single,2nd phase,tourism,daytime,Finished High School,General commerce course,Finished High School,"Personal Services, Security & Safety Workers",Unskilled Workers,no,no,no,yes,male,no,19,no,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout
4010,single,Over 23 years old,oral hygiene,daytime,Some High School,General commerce course,Elementary School,Unskilled Workers,Armed Forces,no,no,no,yes,male,no,31,no,0,7,7,0,0.0,0,0,7,7,0,0.0,0,15.5,2.8,-4.06,Dropout
4011,single,1st phase -- special contingent (Azores Island),management,daytime,Finished High School,General commerce course,Middle School,"Personal Services, Security & Safety Workers",Skilled Farmers,yes,no,no,yes,female,no,19,no,0,5,15,3,10.8,0,0,5,6,3,10.5,0,13.9,-0.3,0.79,Enrolled
4012,married,Over 23 years old,advertising and marketing management,daytime,Finished High School,General commerce course,Some High School,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,no,30,yes,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
4013,single,Change in institution/course,nursing,daytime,Finished High School,General commerce course,Middle School,Intermediate Level Technicians & Professions,Intermediate Level Technicians & Professions,yes,no,no,yes,female,yes,20,no,2,7,7,7,16.13142857142857,0,0,8,9,8,15.52222222222222,0,11.1,0.6,2.02,Graduate
4014,single,2nd phase,nursing,daytime,Finished High School,General commerce course,Middle School,Skilled Industry,Skilled Industry,yes,no,no,yes,female,yes,18,no,0,7,7,7,14.838571428571427,0,0,8,9,8,14.8,0,12.4,0.5,1.79,Graduate
4015,divorced,Over 23 years old,management (evening),evening,Finished High School,General commerce course,Elementary School,"Personal Services, Security & Safety Workers","Personal Services, Security & Safety Workers",no,no,no,yes,female,no,31,no,0,5,7,3,10.333333333333334,0,0,5,6,3,12.0,0,10.8,1.4,1.74,Dropout
4016,single,2nd phase,tourism,daytime,Finished High School,General commerce course,Finished High School,Unskilled Workers,Adminstrative Staff,yes,no,no,yes,female,no,19,no,0,6,11,3,12.0,0,0,6,11,4,11.25,0,7.6,2.6,0.32,Dropout
4017,divorced,Over 23 years old,social service (evening),evening,Finished High School,General commerce course,Elementary School,Unskilled Workers,Skilled Industry,no,no,no,yes,female,yes,43,no,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
4018,single,2nd phase,tourism,daytime,Finished High School,General commerce course,Middle School,Unskilled Workers,Machine Operators & Assembly Workers,yes,no,no,yes,female,yes,20,no,0,6,6,6,13.166666666666666,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate
4019,single,1st phase -- general contingent,nursing,daytime,Finished High School,Finished High School,Finished High School,"Personal Services, Security & Safety Workers",Unskilled Workers,yes,no,no,yes,female,yes,19,no,0,8,8,8,13.9475,0,0,8,8,8,13.9475,0,9.4,-0.8,-3.12,Graduate
4020,single,1st phase -- general contingent,advertising and marketing management,daytime,Finished High School,Other Degree,Finished High School,Executive Managers,Skilled Industry,no,no,no,yes,female,no,22,no,0,5,6,3,11.333333333333334,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
4021,single,1st phase -- general contingent,social service (evening),evening,Finished High School,Other Degree,Finished High School,Executive Managers,Skilled Industry,no,no,no,yes,female,no,26,no,2,8,11,7,12.75,0,2,7,7,7,12.285714285714286,0,16.2,0.3,-0.92,Graduate
4022,single,3rd phase,management,daytime,Finished High School,General commerce course,Some High School,"Personal Services, Security & Safety Workers",Machine Operators & Assembly Workers,yes,no,no,yes,female,yes,19,no,0,5,6,5,12.6,0,0,5,8,5,11.25,0,10.8,1.4,1.74,Graduate
4023,single,Holders of other higher courses,nursing,daytime,Other Degree,General commerce course,Other Degree,Adminstrative Staff,Science & Intellectual Specialists,yes,no,no,yes,female,no,29,no,0,8,8,6,12.25,1,0,8,8,6,12.25,1,12.7,3.7,-1.7,Dropout
4024,single,International student (bachelor),oral hygiene,daytime,Finished High School,Other Degree,Some High School,Armed Forces Officer,Other Adminstrative Support Staff,no,no,no,yes,female,no,20,yes,0,7,14,0,0.0,6,0,7,12,2,11.666666666666666,0,8.9,1.4,3.51,Enrolled
4025,divorced,1st phase -- general contingent,management (evening),evening,Finished High School,General commerce course,Elementary School,Unskilled Workers,Skilled Industry,no,no,no,yes,female,yes,38,no,0,5,8,5,11.0,0,0,5,7,5,11.4,0,9.4,-0.8,-3.12,Enrolled
